,author,published_at,updated_at,like_count,text
690,@pom4408,2023-07-15T19:40:27Z,2023-07-15T19:40:27Z,0,"So, how are they going to f** it this time (netflix, Benioff and/or Weiss) ?"
691,@sessionroadtunes,2023-07-15T09:05:16Z,2023-07-15T09:05:16Z,0,I ❤🧡💛💚 Sophon
692,@motivationmoneywellness,2023-07-15T03:13:51Z,2023-07-15T03:13:51Z,1,"i hope they pull this off, just glad its not disney making it"
693,@Slim-Thicc,2023-07-15T01:56:09Z,2023-07-15T01:56:09Z,2,I have no doubt Netflix will butcher this series beyond recognition since it’s so far above the IQ level of the common viewer.
694,@YoHoosierDaddy,2023-07-15T00:19:38Z,2023-07-15T00:19:38Z,0,I wonder what Dr. Sheldon Lee Cooper thinks about this series.
695,@JB-bq2qj,2023-07-15T00:11:49Z,2023-07-15T00:11:49Z,0,I wonder how boring can they make it
696,@fabiankempazo7055,2023-07-14T20:16:14Z,2023-07-14T20:16:14Z,0,I hope they do not screw up the tv show like they did with the trailer....and GoT...
697,@kaancoban1996,2023-07-14T19:05:33Z,2023-07-14T19:05:33Z,0,"fun fact: at <a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=01m25s"">01:25</a> this lady (sophon) slashes her victims following the line of left shoulder to right hip with a katana. the goal is to maximize the amount of guts spilled"
698,@kaancoban1996,2023-07-14T18:47:56Z,2023-07-14T18:47:56Z,1,"sophon at the last moment gave me chills, although i'd expect her in camo suit"
699,@kaancoban1996,2023-07-14T18:46:00Z,2023-07-14T18:46:00Z,1,i am so going to hibernate until i watch this
700,@aestheticjournal5909,2023-07-14T15:38:26Z,2023-07-17T06:43:05Z,1,Man! That BWV 947 music gave me goosebumps
701,@x2946,2023-07-14T10:20:25Z,2023-07-14T10:20:25Z,0,あの壮大な物語がどの様に映像化されるのか、もう期待しか無い！
702,@mingyuhuang8944,2023-07-14T09:50:59Z,2023-07-14T09:50:59Z,164,"As a Chinese person I am super proud that this magnificent sci fi story is becoming a truly deserved adaption! It looks great. This trailer was very well made too! <br><br>This is probably the best Asian scifi story to have ever come out, alongside Evangelion."
703,@cypher1133,2023-07-14T08:37:39Z,2023-07-14T08:37:39Z,0,Sophon is already women?
704,@PDXpackrat,2023-07-14T07:12:12Z,2023-07-14T07:12:12Z,1,It's Netflix - might as well forget about it.  They will cancel after the first season.
705,@KingSwillz,2023-07-14T06:44:41Z,2023-07-14T06:44:41Z,1,Whoa? Half a year though? That's.. why make a trailer so early.
706,@wangliao1823,2023-07-14T05:46:41Z,2023-07-14T05:46:41Z,0,"Thank you for ruining another Masterpiece, Netflix"
707,@MohammadShan912,2023-07-14T05:13:45Z,2023-07-14T05:13:45Z,0,I loved the book but ngl the this trailer is not very promising but I’m hoping for the best🤞
708,@Colin-um5tz,2023-07-14T05:05:36Z,2023-07-14T05:05:36Z,1,"It looks like a combination of Star Wars, the matrix, Star Trek, MCU, terminator and inception,"
709,@user-rz4dx5ut8h,2023-07-14T03:24:25Z,2023-07-14T03:24:25Z,1,A huge piece of TRASH!
710,@champiggyfrm_pig5271,2023-07-13T21:21:54Z,2023-07-13T21:21:54Z,1,"The first book's adaptation could be okay if things go great, but I don't see how they'd ever be able to even conceptually put in images some of the things that happen in the latter parts of the story. Honestly I don't have much hope for this adaptation, and seeing the cast doesn't make things any better"
711,@ph8429,2023-07-13T18:00:22Z,2023-07-13T18:00:22Z,1,DB Weiss and Davis Benioff are the show runners so I want NOTHING to do with it.  I never forgot that last season of Game of Thrones.  It is forever seared into my memory.
712,@Corgi_Manu,2023-07-13T17:39:19Z,2023-07-13T17:39:19Z,0,Looks fake AF.
713,@jules263,2023-07-13T16:53:57Z,2023-07-13T16:53:57Z,1,Looking forward to this series. Hopefully Netflix has cast some East Asian actors who can string an English sentence together without it being forced.
714,@jahsword7,2023-07-13T16:44:13Z,2023-07-13T16:44:13Z,2,This what I’m talking bout. Real Sci-fi
715,@LeciviousPleasingsOfALute,2023-07-13T16:13:01Z,2023-07-13T16:13:01Z,2,"I see my love<br>I fly next to her<br>I present her with my gift<br>A small piece of solidified time<br>Lovely markings are carved into time<br>As soft to the touch as the mud in shallow seas<br>She covers her body with time<br>And pulls me along to fly to the edge of existence<br>This is a spiritual fight<br>In our eyes, the stars appear as ghosts<br>In the eyes of the stars, we appear as ghosts"
716,@JKSmith-qs2ii,2023-07-13T15:54:12Z,2023-07-13T15:54:12Z,0,From the creators of GoT? No thank you.
717,@GhilenPeek,2023-07-13T12:55:56Z,2023-07-13T12:55:56Z,1,"I don't recall this many non Chinese people in the book, only the military commander towards the end.<br><br>They are really changing the characters around."
718,@dangerouslyirish,2023-07-13T11:58:22Z,2023-07-13T11:58:22Z,1,Can’t wait for this to be cancelled after one season!!
719,@Mstwinser,2023-07-13T07:53:00Z,2023-07-13T07:53:00Z,1,i am gonna watch Chinese adaptation series bcoz it has lot of recognition
720,@CHIPSSALTY,2023-07-13T07:26:22Z,2023-07-13T07:26:22Z,1,"""What if the black holes we see aren't natural?  What if someone created them over billions of years, and continue to create them now?""<br>""But why?  Why would anyone create black holes on purpose?"""
721,@tunaktunaktun8545,2023-07-13T07:11:44Z,2023-07-13T07:11:44Z,1,I have been waiting for this to happen
722,@Sky-ok3hk,2023-07-12T23:46:56Z,2023-07-12T23:46:56Z,1,The books are good. But this should be better.
723,@nomnom597,2023-07-12T20:47:55Z,2023-07-12T20:47:55Z,1,"While I didn't care for the first book enough to continue, it wasn't for lack of engaging ideas. I could absolutely see the show being more accessible than the books."
724,@higgledypiggledycubledy8899,2023-07-12T20:14:11Z,2023-07-12T20:14:11Z,0,Looking forward to it being cancelled after one fantastic season
725,@razvan53,2023-07-12T19:59:35Z,2023-07-12T19:59:35Z,0,"This is either gonna be awesome tv experience or is going to fail big time, there no in between."
726,@MrM3-eo4bb,2023-07-12T19:43:30Z,2023-07-12T19:43:30Z,1,Remeber that this time around they have a book series that is actually finished to work with. As long as they stayed true to the source material of the books GoT was amazing imho. Not their fault Mr Martin takes more than ten years to finish a book.
727,@Zach-cq9mj,2023-07-12T17:36:26Z,2023-07-12T17:36:26Z,0,from the people that ruined game of thrones for millions of people
728,@charlesyoung7272,2023-07-12T17:17:15Z,2023-07-12T17:17:15Z,1,Netflix please just stick to the story!  If done right this story will make cinematic history.
729,@stefanx5470,2023-07-12T15:49:02Z,2023-07-12T15:49:02Z,0,"Guys, just go read the books...  You know that given their recent track record, Netflix is going to f**k this one up big time."
730,@patilprime4666,2023-07-12T15:20:12Z,2023-07-12T15:20:12Z,0,its gonna be disappointment if i cant recognize da shi in the trailer :(
731,@betty7283,2023-07-12T13:37:32Z,2023-07-12T13:37:32Z,1,FINALLY!
732,@paradiseb5950,2023-07-12T10:10:54Z,2023-07-12T10:10:54Z,0,What’s this even about?
733,@ericwong4213,2023-07-12T08:40:35Z,2023-07-12T08:41:29Z,0,menage a trois
734,@Hadima,2023-07-12T07:39:13Z,2023-07-12T07:39:13Z,0,By David Benioff and D.B. Weiss- that's all you need to know
735,@subhajitduttaroy9447,2023-07-12T06:24:18Z,2023-07-12T06:24:18Z,1,Just finished watching the 30 episode Chinese adaptation which is so detailed and brilliant.
736,@Regelos,2023-07-12T03:27:59Z,2023-07-12T03:27:59Z,1,Netflix I hate trailers like this.....What goes through my mind..  This look amazing! I really want to see this. wow. just wow This is going to be amazing. When can I see this tell me next week. Oh next year.  Ouch.
737,@smithastley1616,2023-07-12T02:43:47Z,2023-07-12T02:43:47Z,38,"If this isn't good, I'm broadcasting our location through the cosmos."
738,@ellisvener5337,2023-07-12T02:41:41Z,2023-07-12T02:42:09Z,0,I just finished rereading Three Body Problem and was struck by the echo between the unfolding of the eleven dimensions of a proton into three dimensions in the second failed attempt to create the first Sofon and the shapes Dr. Dave Bowman sees in his journey into the infinities within the monolith in Kubrick’s “2001:A Space Odyssey”
739,@sangun123,2023-07-11T21:03:50Z,2023-07-11T21:03:50Z,1,"plz do it right, plz do it right, my god this series has been my favorite sci fi property in a while, the concepts introduced in every book fascinated me"
740,@joesoq,2023-07-11T19:08:04Z,2023-07-11T19:08:04Z,1,"well, it might be a good book ( i have no idea, i havent touched it).... but ""from the creators of game of thrones"" might be a big yikes."
741,@stefanoscatena,2023-07-11T18:30:01Z,2023-07-11T18:30:01Z,1,Grande attesa. Curioso e speranzoso di vedere come sia possibile trasportare un capolavoro letterario e filosofico in una serie!
742,@arik2216,2023-07-11T16:44:01Z,2023-07-11T16:44:01Z,0,WHAT  ?? FROM GAME OF THRONES SHIT.
743,@mikego7881,2023-07-11T12:43:55Z,2023-07-11T12:43:55Z,1,Netflix winning back customers
744,@durratulwadah7860,2023-07-11T12:01:41Z,2023-07-11T12:01:41Z,1,"as an engeneering student, the title hitssss"
745,@kwazimodorhamonowski1995,2023-07-11T10:53:00Z,2023-07-11T10:53:00Z,1,"Great news, but why, oh why it's Netflix..."
746,@kevinle5460,2023-07-11T09:58:21Z,2023-07-11T09:58:21Z,1,"""From the creators of Game of Thrones-"" <br><br>yeah no f'ing thanks"
747,@hail_2_u321,2023-07-11T08:32:21Z,2023-07-11T08:32:21Z,2,starring: Black Carl Sagan
748,@user-tp3sq7fn2c,2023-07-11T07:56:13Z,2023-07-11T07:56:13Z,1,Nice😮
749,@phil1753,2023-07-11T07:37:36Z,2023-07-11T07:37:36Z,1,Literally crazy asf lol I’m hyped
750,@shlam3inc708,2023-07-11T06:47:55Z,2023-07-11T06:47:55Z,1,PLEASE STAY TRUTHFUL TO THE BOOK
751,@PederBHellandMusic,2023-07-11T06:45:50Z,2023-07-11T06:45:50Z,2,So hyped for this!!!!!!
752,@yeetian2774,2023-07-11T06:37:07Z,2023-07-11T06:37:07Z,0,Who read the novel before?
753,@wyvern723,2023-07-11T04:47:48Z,2023-07-11T04:47:48Z,0,I don't have high hopes.  D and D don't have the best track record...
754,@zhechen7691,2023-07-11T04:13:54Z,2023-07-11T04:13:54Z,1,I should go and read the novel.
755,@potatomo9609,2023-07-11T00:22:31Z,2023-07-11T00:22:31Z,2,"Can we like just erase October, November, and December and get DOWN TO BUSINESS PLZ?"
756,@iwasborntosurvive5396,2023-07-10T22:47:22Z,2023-07-10T22:47:22Z,4,The highlight of this book is the last three volumes.
757,@kungjocke9446,2023-07-10T18:46:59Z,2023-07-10T18:46:59Z,0,"Ngl, had a real trouble reading the first book, didn't really enjoy it at all. Dunno if I'd say the same about this series either tbh"
758,@jfnadoe9509,2023-07-10T17:26:36Z,2023-07-10T17:26:36Z,0,Game of Thrones producer………
759,@mahzarX,2023-07-10T14:33:12Z,2023-07-10T14:33:12Z,0,I haven't read the books yet.... Don't turn it into a series.
760,@wolfphile1,2023-07-10T14:12:13Z,2023-07-10T14:12:13Z,1,So excited. I wonder how Benioff and Weiss would f**k up the finale for this one.
761,@garimasikka10,2023-07-10T11:57:25Z,2023-07-10T11:57:25Z,0,At first I thought it was about the three body problem of three heavenly bodies. How it gets exponentially harder. <br>This seems exciting too! 😊
762,@ufob,2023-07-10T10:18:36Z,2023-07-10T10:18:36Z,1,Life looks for life...<br>Alien life already found us ages ago.
763,@calimerohnir3311,2023-07-10T09:11:44Z,2023-07-10T09:11:44Z,1,brought to you by dumb & dumber...
764,@tommyzDad,2023-07-10T08:52:39Z,2023-07-10T08:52:39Z,1,"She was warned to <i>not</i> reply, and the self-serving bitch replies, letting the know we're out here!"
765,@KS-xd6ql,2023-07-10T07:35:06Z,2023-07-10T07:35:06Z,1,"""From the creators of Game of Thrones"". I'm not sure if that's something I'd put on my resume after how they mangled the later seasons..."
766,@VarunKumar-vy8jr,2023-07-10T04:50:42Z,2023-07-10T04:50:42Z,0,Nobody get your hopes high. Streaming always butchers adaptations. Only redeeming grace is the production team which if given written content can produce great results but left without direction can mess like GoT last season.
767,@halhal-my4pt,2023-07-10T04:23:08Z,2023-07-10T04:23:08Z,1,Why they had to put Black actors in it? These free lunch grabbers are everywhere using racism as notion to get free lunch they don't deserve.
768,@mekasa6721,2023-07-10T04:01:27Z,2023-07-10T04:01:27Z,0,Dumb and dumber are going to ruin this show 🙄
769,@newagecowboy40,2023-07-10T03:52:55Z,2023-07-10T03:52:55Z,0,Of course Dumb and Dumber get picked to perpetuate the space lie
770,@claug1214,2023-07-10T01:35:37Z,2023-07-10T01:35:37Z,0,Nope.
771,@Orientalmentor,2023-07-09T20:07:49Z,2023-07-09T20:07:49Z,1,OMG! Cannot wait any longer for this!
772,@jeremylam9685,2023-07-09T19:30:18Z,2023-07-09T19:30:18Z,0,Le titre de la musique s'il vous plaît ?
773,@sultananshar,2023-07-09T15:26:36Z,2023-07-09T15:26:36Z,0,10 million views and only have 26k likes wth
774,@dannywu2466,2023-07-09T13:26:56Z,2023-07-09T13:26:56Z,1,"Stick to the original story, please refrain from changing to story line as you will destroy and disappoint 99% of the viewers"
775,@enmukeeenmukee3254,2023-07-09T07:40:04Z,2023-07-09T07:40:04Z,0,"I cannot imagine how anyone could make this into a TV series or a film. The story is just too abstract, it is better left to the imagination of readers."
776,@lowrider81hd,2023-07-09T06:42:53Z,2023-07-09T06:42:53Z,2,Better not mess this up !!!
777,@theinnerlight8016,2023-07-09T05:38:30Z,2023-07-09T05:38:30Z,0,Please stick to the source material for once and don't force your cringy political messages into it!<br><br>Just once let us have some fun!
778,@krupafan8,2023-07-09T03:49:06Z,2023-07-09T03:49:06Z,0,Philip Glass
779,@jin_cotl,2023-07-09T02:43:29Z,2023-07-09T02:43:29Z,0,Bro what was that at the beginning 💀
780,@TheGunnCat,2023-07-09T00:55:46Z,2023-07-09T00:55:46Z,1,Anyone who hasn't seen Three-Body should watch it before they watch this.
781,@TheGunnCat,2023-07-09T00:54:50Z,2023-07-09T00:54:50Z,1,Is that Sophon?
782,@spehizle,2023-07-09T00:07:32Z,2023-07-09T00:07:32Z,0,What mouthbreather let benioff and weiss anywhere near a creative project again? I wouldn't trust these idiots to keep a houseplant alive.
783,@queenanneboleyn6848,2023-07-08T20:51:46Z,2023-07-08T20:51:46Z,1,Omg did I read the title right?
784,@at0mic11,2023-07-08T19:42:33Z,2023-07-08T19:42:33Z,1,Dumb & Dumber + Netflix? I hope I'm wrong but these are not encouraging signs.
785,@smedelightworks8700,2023-07-08T18:43:56Z,2023-07-08T18:43:56Z,1,"The only way this won't suck is if the writers totally disregarded the atrocious dialogue in the book. If the story is drowned by special effects and stilted scripting, it will be a colossal flop."
786,@rimmalonna,2023-07-08T17:23:29Z,2023-07-08T17:23:29Z,0,I understood nothing 😢
787,@iseeyounoobs,2023-07-08T16:04:56Z,2023-07-08T16:04:56Z,1,"I wonder if Netflix can learn from their Witcher mistakes and stick to the source material instead of reimagining the story for the ""modern audience"". <br>Probably not."
788,@akemap4,2023-07-08T13:00:07Z,2023-07-08T13:00:07Z,0,"I wish it was in chinese.<br>Years ago i choose this book randomly and it turned out to be the best book i ever read. Fantastic story. <br>I hoped it was made by some chinese productor, but  it seem it will never happen..."
789,@nargiz3056,2023-07-08T10:08:35Z,2023-07-08T10:08:35Z,0,So they gonna whitewash some character... Sad
790,@joker21st4869a,2023-07-08T09:07:47Z,2023-07-08T09:07:47Z,1,Can't wait to see how Netflix will pull off the destructiveness of dimensional weapons!
791,@jethodgkin6610,2023-07-08T06:45:59Z,2023-07-08T06:45:59Z,1,Yikes.. D & D taking on another beloved book series after they sh!t on their GoTs fans.. Good luck. 🤞
792,@karana2260,2023-07-08T05:51:09Z,2023-07-08T05:51:09Z,1,And the universe will flicker!!
793,@kapi253,2023-07-08T02:35:40Z,2023-07-08T02:35:40Z,0,tomokooooooooooooooooooooo
794,@atheist7356,2023-07-08T02:02:57Z,2023-07-08T02:02:57Z,0,It seems that it has no similarities with Liu’s original series books…
795,@LUlUFishyDH,2023-07-08T00:54:33Z,2023-07-08T00:54:33Z,2,"just by looking at the trailer, I can already see how bad its going to turn out.....when can these people stop ruining great masterpieces"
796,@HuplesCat,2023-07-07T21:41:58Z,2023-07-07T21:41:58Z,6,Well it certainly seems that it is faithful to the best sci fi book series ever written and I don't say that lightly.<br>I do hope they take a multiseries approach on this and the audience is not put off by the excellent Cultural Revolution opening. I want to see Australia!
797,@c9brown,2023-07-07T19:16:52Z,2023-07-07T19:16:52Z,1,omygodicantweeeeeeeeiiiit
798,@Milliondollarcup,2023-07-07T14:18:08Z,2023-07-07T14:18:08Z,1,"Is that Trisolarian tech? <a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=01m04s"">01:04</a>"
799,@levisionnaire4023,2023-07-07T08:04:05Z,2023-07-07T08:04:05Z,0,"We need a season2 for ""My Hollo Love"" and a season2 for ""Crash landing on you"".I'm in love with Asian show."
800,@davidAnonsen,2023-07-07T06:30:34Z,2023-07-07T06:30:34Z,1,"If this was before they ruined GOT I’d be excited, but it’s after they ruined GOT, and Netflix sucks"
801,@czarnico,2023-07-07T05:53:05Z,2023-07-07T05:53:05Z,1,Finally!
802,@phenixysaxon8209,2023-07-07T03:27:17Z,2023-07-07T03:27:17Z,2,又是刻板的西方人眼中的东方脸
803,@wearblackclothes,2023-07-07T02:17:13Z,2023-07-07T02:17:13Z,1,I hope it's good. I just started the first book and i don't know how i feel about it so far. Like honestly whats the point of the first 3 chapters if the 4th is a 40 year time skip? If it was setting up ye's character why the massive time skip. If it was setting up the goverment why follow ye. Lets see where it goes
804,@nnnnn5550,2023-07-07T01:49:19Z,2023-07-07T01:49:19Z,4,特效好屌，但选角真的一言难尽。叶文洁不叶文洁，没王子文演得好；叶哲泰也不叶哲泰，他是教授诶，看着没文人气质；还有汪淼，你觉得他看着像物理学家吗？最可惜的是智子，看着太狠了，和原书差太多，她平时应该是看着无害那挂的...<br>按着原书来不就好了，瞎他妈改，西方人爱看这种？
805,@emanuilspasov3678,2023-07-06T22:43:58Z,2023-07-06T22:43:58Z,1,"Wow, that looks like shit."
806,@sharpcircle6875,2023-07-06T20:20:32Z,2023-07-06T20:20:56Z,3,"Really great trailer! I really loved the part where that important girl character came and finally declared : ""Okay, I admit it! It wasn't 3 guys... But 9!"", thus giving the true solution to the 3 body equation and as a consequence allowed to save humanity :v<br>Truly the tv show of all times!"
807,@amyntazoe9831,2023-07-06T20:00:52Z,2023-07-06T20:00:52Z,1,Just started The books. Excellent
808,@ericsaari2901,2023-07-06T19:30:03Z,2023-07-06T19:30:03Z,2,"Good lord. Please do this series justice, don't cancel it early based on initial viewing numbers. Let it grow and gain popularity by word of mouth like Stranger Things and don't cancel it early for god's sake. Also, writing. Effects don't make an amazing show (they add to it), the writing does (and the acting of that script). Please don't make the mistake so many other adaptations have that fail to follow the source material (Amazon's LotR, your own The Witcher series...). Do these simple things and this could be up there with Dark and Stranger Things as the best you've done. Also, what a travesty you canceled 1899. It's why it's hard to trust any streaming show anymore."
809,@coconutomega4167,2023-07-06T18:50:20Z,2023-07-06T18:50:20Z,0,10 million views? Is this a bug?
810,@puzzlelovers529,2023-07-06T14:08:37Z,2023-07-06T14:08:37Z,1,China has already released its own version and it's available on YouTube with Eng subtitles.
811,@kmtougas,2023-07-06T14:06:13Z,2023-07-06T14:06:13Z,0,The conclusion of the series and the time jumps will be challenging to transition to tv successfully. The ending still haunts me to this day.
812,@OlafSperwer,2023-07-06T09:06:04Z,2023-07-06T09:06:04Z,2,awesome
813,@adriande1,2023-07-06T08:03:19Z,2023-07-06T08:03:30Z,0,I’ll withhold judgment until I see it. the GoT showrunners and Netflix have been known to disappoint.
814,@amir9762,2023-07-06T07:44:18Z,2023-07-06T07:44:18Z,0,"""From the  creators of Game of Thrones"" - you should skip this one"
815,@josephine6893,2023-07-06T07:09:46Z,2023-07-06T07:09:46Z,0,Trailer looks weak
816,@ruuuuudooooolph,2023-07-06T06:16:54Z,2023-07-06T06:16:54Z,0,Hi I am one of those 1% in the comments who havent read the books and cant understand a thing with the trailer.
817,@andresfelix5657,2023-07-06T02:15:50Z,2023-07-06T02:15:50Z,0,From the guys who lost the Star Wars contract
818,@stephaniel5402,2023-07-05T19:16:29Z,2023-07-05T19:16:29Z,1,Netflix better not cancel this.
819,@elp2557,2023-07-05T19:02:49Z,2023-07-05T19:03:04Z,1,Should we expect to see this canceled after 1 season?
820,@maurorfoliveira,2023-07-05T18:58:44Z,2023-07-05T18:58:44Z,0,Same creators of game of thrones ? Cant wait for the ending
821,@djJaXx101,2023-07-05T17:27:50Z,2023-07-05T17:27:50Z,2,I will watch this in spite of the creators of Game of Thrones D&D not because of...
822,@TeleologicalConsistency9779,2023-07-05T16:55:10Z,2023-07-05T16:55:10Z,1,Looks like Netflix deleted my last comment.  Just wanted to point out yet again that Netflix doesn't have a good track record of adapting things and a major work like the 3 Body trilogy is something completely beyond its capabilities.  Don't get your hopes up for this.
823,@brittball,2023-07-05T13:37:09Z,2023-07-05T13:37:09Z,0,its giving A24 vibes
824,@manueldavidjoyce,2023-07-05T10:41:55Z,2023-07-05T10:41:55Z,0,难道这个故事不是应该用中文来讲的呢？(IN ENGLISH? SERIOUSLY?)
825,@cynthiafroia2283,2023-07-05T10:04:22Z,2023-07-05T10:04:22Z,0,please。Dont screw it up。 promise me。    和原书越相似越好。 谢谢
826,@shikarymtg,2023-07-05T07:24:20Z,2023-07-05T07:24:20Z,0,"I was on board until I read: ""from the creators of game of thrones"". Hard pass"
827,@hasansayeed3309,2023-07-05T06:26:11Z,2023-07-05T06:26:11Z,21,This is probably the 50th time I'm watching this. Sagan in the background made it perfect! I started reading the trilogy. So excited for this.
828,@lindaqu5977,2023-07-05T03:34:44Z,2023-07-05T03:34:44Z,1,IM SO EXCITEDDDEDDDDDDD
829,@zhengren8580,2023-07-05T02:40:36Z,2023-07-05T02:40:36Z,2,Don’t screw it up Netflix! 🙏
830,@rayfan8903,2023-07-05T01:19:55Z,2023-07-05T01:19:55Z,1,Incredibly 🔥❤
831,@mentvltrillness,2023-07-04T19:14:09Z,2023-07-04T19:14:09Z,0,"Lmao, it's David and Dan. yall are already wrecked.😊"
832,@xsomili5501,2023-07-04T15:11:18Z,2023-07-04T15:11:18Z,1,Woah I see china. I'm watching
833,@NisGaarde,2023-07-04T15:05:14Z,2023-07-04T15:05:14Z,0,This is likely going to tank. I give it one season.
834,@codymakonnen3293,2023-07-04T10:53:58Z,2023-07-04T10:53:58Z,0,So are they just trying to create more series that get us more casual to the existence of extra terrestrial creatures
835,@jehgelo,2023-07-03T22:05:24Z,2023-07-03T22:05:24Z,1,Got excited when I saw asian…<br><br><br>but I saw American / white. Okay Pass
836,@camilopc123,2023-07-03T19:42:57Z,2023-07-03T19:42:57Z,0,"Those last 2 shots looks so bad, hoping they fix it in post"
837,@NicoNoFace,2023-07-03T19:13:32Z,2023-07-03T19:13:32Z,1,What Genre do you want?<br>yes
838,@Remington3222,2023-07-03T16:40:19Z,2023-07-03T16:40:19Z,0,This is made by the hacks who gave you game of thrones. Don't fall for it and give them your money or views.
839,@axle9144,2023-07-03T15:52:37Z,2023-07-03T15:52:37Z,1,依托答辩
840,@johnd.9149,2023-07-03T12:45:45Z,2023-07-03T12:45:45Z,0,I fear for what I've seen in this trailer...
841,@thyronebennett1170,2023-07-03T11:44:22Z,2023-07-03T11:44:22Z,1,yoooooooooooooooooooooooo never thoght I'd see Three Body Problem as a frikin show
842,@phenomcnon7864,2023-07-03T06:27:52Z,2023-07-03T06:27:52Z,1,we have to wait so lonnnng though
843,@jacobb1339,2023-07-03T05:31:33Z,2023-07-03T05:31:33Z,0,cant wait till yhey cancel this after one season
844,@movielounge2023,2023-07-03T04:50:34Z,2023-07-03T04:50:34Z,1,👍👍👍
845,@LoPhoBoi,2023-07-03T02:29:57Z,2023-07-03T02:29:57Z,3,"Huge challenge. Chinese version can never show the historical scenes due to the government policies, American version Im afraid that they cant figure out the many specific Chinese cultures of the story"
846,@bjdcbffhfdjf7994,2023-07-03T01:44:37Z,2023-07-03T01:44:37Z,1,لااطيق الانتضار 👏😍👏
847,@kothar6159,2023-07-03T00:34:06Z,2023-07-03T00:34:06Z,1,fack d&d are making this...
848,@michalj121,2023-07-02T12:08:46Z,2023-07-02T12:08:46Z,1,I hope this series will follow accurately a book and Netflix is not going to add any LGBT plot
849,@mirrekhan1607,2023-07-02T11:59:40Z,2023-07-02T11:59:40Z,0,"Looks very unsophisticated compared to the Chinese adaptation of the books that is already free to watch on youtube. Looks ""Americanised"" and dumbed to into an action show, doubt it will contain the philosophical debt of the books."
850,@halfalligator6518,2023-07-02T09:35:29Z,2023-07-02T09:35:29Z,0,Phillip Glass music with trailer style BAHHHHHH. BOOOOOOOM.
851,@kongwaguk8337,2023-07-02T09:30:47Z,2023-07-02T09:30:47Z,0,"This story can be told in a multicultural setting, but this is China's magnum opus scifi novel. I feel like it should have stayed faithful to characters and the language and dialogue from the books."
852,@maverick2587,2023-07-02T06:33:12Z,2023-07-02T06:33:12Z,0,There is a Chinese version already out. Really good
853,@nodatastored684,2023-07-02T05:57:04Z,2023-07-02T05:57:04Z,0,Perdect for Tixie and Katya to review an episode
854,@KennyOmegasCavity,2023-07-02T01:09:48Z,2023-07-02T01:09:48Z,2,This one has better CGI & probably we'll see more of Cultural revolution<br><br>Chinese version had hotter actressess and OST.
855,@ezzb,2023-07-02T00:31:41Z,2023-07-02T00:31:41Z,1,"I almost never get excited whit trailers, but omfg! This has so much potential, it looks so good!"
856,@tinysmardy,2023-07-01T22:18:43Z,2023-07-01T22:18:43Z,1,"Ok Fine, i will read the Book"
857,@StudentPursuit,2023-07-01T15:55:30Z,2023-07-01T15:55:30Z,16,Three of the best books I've had the pleasure to read. I hope this adaptation lives up to them!
858,@clemafterdark,2023-07-01T15:35:26Z,2023-07-01T15:35:26Z,0,"""From the creators of GOT"" <br>Buddy I don't think thats something you'd want your potential viewers to know. 😂"
859,@RedlineRevs,2023-07-01T15:05:09Z,2023-07-01T15:05:09Z,60,Just read all three books plus the spin off and I really hope the Netflix series does it justice! Can't wait to see it. GO READ THE BOOK NOW!!
860,@kristinchong629,2023-07-01T13:39:39Z,2023-07-01T13:39:39Z,0,Emma Chamberlain. Y'all.
861,@brigrants,2023-07-01T09:58:15Z,2023-07-01T09:58:15Z,1,"I tried to read the series… I wasn’t yet smart enough to really understand, so I might have to give it another try."
862,@RuliManurung,2023-07-01T07:44:36Z,2023-07-01T07:44:36Z,1,"Ah yes, a very tough adaptation to pull off. Fortunately they picked the safe and reliable hands of showrunners who'd never ruin a beloved franchise.... what could go wrong!"
863,@JosephReference,2023-07-01T07:22:58Z,2023-07-01T07:22:58Z,0,wth
864,@kingofdragons7,2023-07-01T05:13:29Z,2023-07-01T05:13:29Z,0,"Oh this is made by Dumb and Dumber? No thanks, i'll pass"
865,@Nil-js4bf,2023-07-01T04:41:24Z,2023-07-01T04:41:24Z,0,"I've been putting off the books for a while but what in the f was that. Was expecting a nice scifi movie based around the insolvability of the 3 body problem but I see supernatural and anachronistic BS instead? Granted, I know that it's a Chinese piece of work and they love to treasure their heritage (which is a good thing, there's a reason why they have so many world heritage sites) but it feels so out of place in a scifi setting."
866,@johnnyzero6811,2023-07-01T04:39:47Z,2023-07-01T04:39:47Z,0,Womyn warriors everywhere.  What a surprise.
867,@shanqingchai2930,2023-07-01T04:07:26Z,2023-07-01T04:07:26Z,1,嗯，我看完真的一阵恶寒。对于三体这样具有浓重时代背景且情节设定环环相扣的科幻著作，改编力度越大，越是翻车。哦，是冰火最终季的那二人组在里头？是故意的还是不小心的？
868,@Vir9il,2023-07-01T02:39:52Z,2023-07-01T02:39:52Z,0,"Do I have amnesia, or wasn't this already adapted into a Tencent tv series? Why is everyone acting like this is the first time the books have been adapted for the screen?"
869,@patrickewing2415,2023-07-01T00:18:21Z,2023-07-01T00:18:21Z,1,"Why I'm not surprises, White-washed....."
870,@ho-zay,2023-06-30T22:02:36Z,2023-06-30T22:02:36Z,2,Dan Weiss and David Benioff are trash humans.
