,author,published_at,updated_at,like_count,text
2235,@rocksnot952,2023-06-18T06:38:50Z,2023-06-18T06:38:50Z,0,Where'd the ninja chick come from?
2236,@PascalDavidoff,2023-06-18T06:37:46Z,2023-06-18T06:37:46Z,1,Cannot wait for this. Huge fan of the books!!!
2237,@user-HazukiRen,2023-06-18T06:30:52Z,2023-06-18T06:30:52Z,0,"I don't think this is the real three-body problem, at least I don't think the content in the trailer is like it."
2238,@vigneshmoorthy4141,2023-06-18T06:29:49Z,2023-06-18T06:29:49Z,1,"Omg,looks good(Creators of GOT is a hook, which is enough for me to watch😅😂)"
2239,@user-bm5hq4ci5t,2023-06-18T06:27:10Z,2023-06-18T06:27:10Z,2,"It seems that the heroin of the third book become the hero of the first book too, instead of the original character (Wang Miao, who vanished after the first book with no reason). Good adaptation choice in my view! She was originally introduced via flashbacks bringing us back to the time of the first book. It makes more sense like this."
2240,@johnstrawb3521,2023-06-18T06:26:23Z,2023-06-18T06:26:23Z,1,How... inane.
2241,@Insomniaphxxxxx,2023-06-18T06:26:18Z,2023-06-18T06:26:18Z,0,I really hope Luo Ji is not that White guy...
2242,@ducksoup5347,2023-06-18T06:23:52Z,2023-06-18T06:23:52Z,0,"This could be good.  Then again, it could drain all the grim bits about humanity being crabs in a bucket.  misfire on visuals about dimensional warfare. make the mistake of bringing too much clarity to the imaginative writing.  I hope they take a lot of time for the secret parable message as well.  the story is so vast for being a short trilogy.  you could probably get thirteen seasons out of it if you were artful.  I'm just glad there will be more attention directed at these books."
2243,@biobossx99,2023-06-18T06:18:56Z,2023-06-18T06:18:56Z,0,DEHYRATE DEHYDRATE!
2244,@Simone_Fu,2023-06-18T06:16:55Z,2023-06-18T06:16:55Z,5,"I’m Chinese and I’m a big fan of three body problem, read it in Chinese. So funny that this trial shows only Ye Wenjie and people in the cultural revolution part are Chinese, and others are not. I’m ok with that, but from a book fan’s perspective, if you don’t understand Ye’s mind and motivation to press that button, you’ll think she’s the betrayal of humanity. Hope Netflix will do a good job to explain this part. Or it will cause side effects that audiences may be misled that the “enemy” is Chinese. (Because Ye is the only Chinese character in this show) lol. That’d be hilarious, because this is actually a Chinese novel. 😅 hope this is not a flag and I was overthinking."
2245,@marsqueen6477,2023-06-18T06:12:16Z,2023-06-18T06:12:16Z,0,"you know what, i bet it is not as good as Tencent one."
2246,@michelvan97,2023-06-18T06:08:03Z,2023-06-18T06:08:03Z,0,A classic work of Sci-fi and Netflix only is capable to make a meaningless trailer...
2247,@stevefrench7036,2023-06-18T06:05:08Z,2023-06-18T06:05:08Z,4,"I can't imagine how confusing all this must be for those who don't know the books!<br><br><br><br>Also, we see Sophon already? Makes me wonder about the pace of the show.🤔"
2248,@joronah8650,2023-06-18T06:01:09Z,2023-06-18T06:01:09Z,4,"Bro.. don't tell me this is supposed to be Wang Miao at <a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=0m42s"">0:42</a> I'm dead..lol"
2249,@michcookies,2023-06-18T05:59:59Z,2023-06-18T05:59:59Z,5,"I’m so excited and nervous for this, the books were incredible"
2250,@gaborfabian3967,2023-06-18T05:59:31Z,2023-06-18T05:59:31Z,0,I'm suprised theres going to be another series based on the books considering the Chinese series was pretty good and released earlier this year.
2251,@guitarhamster102,2023-06-18T05:56:00Z,2023-06-18T05:56:00Z,1,Wheres all the asian males? Racist hollywood. Boycotting this shit
2252,@greenvesa,2023-06-18T05:53:43Z,2023-06-18T05:53:43Z,5,"This story is heartbreaking, go on, Netflix! ❤"
2253,@SuperTonydd,2023-06-18T05:46:39Z,2023-06-18T05:46:39Z,1,Viki already had a Chinese version which actually is ok
2254,@PixPunxel,2023-06-18T05:46:24Z,2023-06-18T05:46:24Z,1,Wow! Snap! Never would I ever guess they are going to do this !! ( I mean there is already a Chinese tv series ). And by creators of game of thrones! WOW. Cant wait
2255,@user-cn8my5yu9,2023-06-18T05:41:22Z,2023-06-18T05:41:22Z,0,emmm看起来怪怪的，别又搞砸了😃😃😃
2256,@BearOnTheMoon,2023-06-18T05:40:45Z,2023-06-18T05:40:57Z,0,"Hold on, is this a remake?<br>I thought there was already a 3 Body Problem film & a 30 episode series."
2257,@parkadiy1984,2023-06-18T05:31:19Z,2023-06-18T05:31:19Z,0,"read Russian science fiction, maybe you will understand what fiction is and how much you can take off"
2258,@parkadiy1984,2023-06-18T05:28:49Z,2023-06-18T05:28:49Z,0,"so there is already a series Santi 2023, according to the first book, now wait a whole year for the second, why now this series?"
2259,@kaladinrad,2023-06-18T05:27:26Z,2023-06-18T05:27:26Z,2,I don't mean to sound racist but there wasn't a black guy supporting character in the books 💀. Now I'm worried.
2260,@pingguoxiao7260,2023-06-18T05:24:20Z,2023-06-18T05:24:20Z,1,期待😊😊
2261,@bummers,2023-06-18T05:24:04Z,2023-06-18T05:24:04Z,1,Is this based on the Chinese hard sci-fi novel of the same name or a different one?
2262,@inpusket,2023-06-18T05:21:04Z,2023-06-18T05:21:04Z,2,The series China made was pretty good. I hope this one is as well.
2263,@joronah8650,2023-06-18T05:20:21Z,2023-06-18T05:20:21Z,57,"I want this show to be a huge success so that we could witness the ""Thank you, Carol Joiner"" scene in its live glory  in the future 😂"
2264,@yasglas,2023-06-18T05:19:43Z,2023-06-18T05:20:11Z,3,Having just finished watching the Chinese  TV live action version of the 1st book 2023. This is going to drop out alot of stuff.
2265,@BraianSilveira,2023-06-18T05:04:29Z,2023-06-18T05:04:29Z,1,Have my interest
2266,@romantra1311,2023-06-18T05:02:07Z,2023-06-18T05:02:07Z,4,"OMG, I read the book, I read the book!! I rarely get to see that for adaptations, but I read the first book a few years  back so woohoo!"
2267,@ebb8870,2023-06-18T05:01:10Z,2023-06-18T05:01:10Z,0,Already brutally mogged by the Chinese adaption.
2268,@markusmeldre,2023-06-18T04:57:06Z,2023-06-18T04:57:06Z,2,"Is this co written by Liu Cixin, as in being canon? If so, is the being at <a href=""https://www.youtube.com/watch?v=5lj99Uz1d50&t=0m50s"">0:50</a> supposed to be a Trisolaran?"
2269,@Ch50304,2023-06-18T04:54:45Z,2023-06-18T04:54:45Z,1,"This is insane, whatis this."
2270,@coleslow5519,2023-06-18T04:54:19Z,2023-06-18T04:54:19Z,2,"I don't get this. Netflix is not even available in china. In fact, people in china watch the netflix contents from illegal distribution. Also non chinese people will not be interested in this much. This isn't k-drama. Furthermore, ""Game of throne"" will not affect to the majority of audience. What is the purpose of making this? Netflix is becoming more and more disnely plus."
2271,@vrealzhou,2023-06-18T04:52:40Z,2023-06-18T04:52:40Z,95,The first book is more like a suspense story with the scientist and the police officer investigating. It’s fun to slowly reveal the truth layer by layer. Hopefully it can stay the same feeling.
2272,@user-ok3eg3vs8s,2023-06-18T04:47:57Z,2023-06-18T04:47:57Z,3,definitely try the drama make by tencent，literally copy and paste the word from book，in a good way，some sense I am feel like watch a theater and the book is the play，I don‘t think there is anything should be add or change for this book，the book itself is good enough，actually we had example in china，we got one drama that made by tencent，and two anime，one is made by fans using Minecraft than they got invest from the threebody universe（the company who held the IP，Liu actually sold them for 20k us doller back in 2010 I remember，poor liu）than they got more advance and people love it，mostly fans of the book，it short the plot cause budget and limit epsoide，but they doing great，they know what should be keep in the story and what can be change around，however the another threebody animation is being fxxk by the chinese audience cause they literally destroying charater，and it is not a fan made，they are a quite famous new sci-fi animation firm（but they had some bad news the original team is leaving the firm cause thing happen for those new firm，the manager team and technical staff just always start fighting once the firm get big. So I kind of scare if Netflix would destroy charater，they would definitely lose the market in china if they do so，but I wonder if the chinese audience is even thier primary target.
2273,@gdelfrari,2023-06-18T04:45:16Z,2023-06-18T04:45:16Z,4,I got goosebumps. BRING. IT.
2274,@Cnoble59,2023-06-18T04:40:56Z,2023-06-18T04:40:56Z,0,"Looks good, but I hope they don’t white-wash it."
2275,@percy0713,2023-06-18T04:33:48Z,2023-06-18T04:33:48Z,3,I’m very angry and disappointed! Why there is no black main actor and actress? My grandmother told me that she thought China should have many many black people at that time! Even Mao could be black!!!
2276,@RoyKoopaling,2023-06-18T04:30:21Z,2023-06-18T04:30:21Z,0,‘From the creators of Game of Thrones’. Yikes.
2277,@kK-op2jr,2023-06-18T04:28:07Z,2023-06-18T04:28:07Z,2,让我们看看这是要吃饺子呢 还是吃醋呢
2278,@fukairen9601,2023-06-18T04:26:03Z,2023-06-18T04:26:03Z,2,比想象中更好一点。BETTER THAN MY IMAGINE.
2279,@charlesstrickland,2023-06-18T04:24:18Z,2023-06-18T04:24:18Z,1,Is the narration Carl Sagan?
2280,@PsychotronicWar,2023-06-18T04:16:42Z,2023-06-18T04:18:08Z,2,"One advice to all of you: READ THE TRILOGY. Your life will change after that.<br>P.S.: Carl Sagan, you are not forgotten."
2281,@tonic4120,2023-06-18T04:16:26Z,2023-06-18T04:16:26Z,2,The whole series is really a vehicle for delivering the Dark Forest idea.
2282,@burnoutvista,2023-06-18T04:11:14Z,2023-06-18T04:11:14Z,1,event television is back
2283,@Tksteve8,2023-06-18T04:10:10Z,2023-06-18T04:10:10Z,3,"Stay committed to this story, NETFLIX!"
2284,@adrianen9440,2023-06-18T04:07:14Z,2023-06-18T04:07:14Z,1,It’s three body not 3 body.
2285,@383mazda,2023-06-18T04:05:24Z,2023-06-18T04:05:24Z,2,"Dear Netflix, this is a MODERN BOOK written for  a MODERN AUDIENCE,  it doesn't need any modifying, stick to the source material."
2286,@danieljameson7015,2023-06-18T04:02:13Z,2023-06-18T04:02:13Z,0,Too bad I can’t watch it because of the crackdown on family password sharing
2287,@gaideaug6553,2023-06-18T03:55:05Z,2023-06-18T03:55:05Z,1,美式价值观三体
2288,@NanoLT,2023-06-18T03:46:55Z,2023-06-18T03:46:55Z,1,"Oh no, they put 'from the creators of Game of Thrones' on there like it is a positive"
2289,@mihailyantsen7598,2023-06-18T03:37:56Z,2023-06-18T03:37:56Z,0,D&D about to ruin another classic
2290,@Jack4nd1,2023-06-18T03:33:14Z,2023-06-18T03:33:14Z,0,D&D developed this?!?<br>I’m not watching it. <br>Those two incompetents should be exiled after what they did to the GoT finale.
2291,@optweb2k,2023-06-18T03:28:26Z,2023-06-18T03:28:26Z,20,"This series is some of the best SciFi I've read in years. Between this and the expanse, rereading dune and foundation: damn! I hope this is good!"
2292,@pringlized,2023-06-18T03:26:12Z,2023-06-18T03:26:12Z,2,"I'm not familiar with the books, but I'm sold on the teaser."
2293,@omgyeti2049,2023-06-18T03:24:10Z,2023-06-18T03:24:10Z,92,The Carl Sagan narration over this while seeing all of these scenes from the book. So many goosebumps. I cannot wait until the story gets to The Dark Forest.
2294,@bjdcbffhfdjf7994,2023-06-18T03:21:55Z,2023-06-18T03:21:55Z,3,👏👏😍
2295,@ty4988,2023-06-18T03:14:40Z,2023-06-18T03:14:40Z,1,中国的场景这是在哪拍的啊
2296,@Ansh0808,2023-06-18T03:13:29Z,2023-06-18T03:13:29Z,0,Created By GOT<br>Just Enough For This Show ❤<br>Bgm Also 💥
2297,@idme8295,2023-06-18T03:09:08Z,2023-06-18T03:09:08Z,6,What a perfect use of a Carl Sagan voiceover
2298,@minecraftnstuff17,2023-06-18T03:06:54Z,2023-06-18T03:06:54Z,1,"Why do we have to wait until January 2024, NOOOOOOO"
2299,@actuallynotsteve,2023-06-18T02:55:40Z,2023-06-18T02:58:05Z,441,"I can't lie, this is my favorite book series ever. The 2nd book, The Dark Forest, is my favorite book of all-time. But when I heard it was getting made in to a show, I thought to myself ""how could they make a show from this? It's literally unfilmable?"" Hope I'm wrong, but the book is too crazy and insane to make into a show that reflects what we read in the book. <br><br>The 3rd book especially is so far beyond visual expression that I just can't see it. What's described in this book just goes beyond what any visual medium can really show us. If you haven't read it, this might sound impossible, but trust me - a 4d non-linear cosmos, among other things, just can't be ""seen."" <br><br>Maybe they're going in different directions."
2300,@jorgancrath5713,2023-06-18T02:54:46Z,2023-06-18T02:54:46Z,27,"I don't know man, the actress that played the young Wenjie in the Chinese adaptation was so damn gorgeous. Also, why did they show Sophon so early? Unless they plan to squeeze everything from the first book as a prologue into like 1-2 episodes. I guess that would work with proper writing."
2301,@ClassyMonkey1212,2023-06-18T02:52:06Z,2023-06-18T02:52:06Z,4,They better not cancel this.  The 2nd book is my favorite book.
2302,@tomw6117,2023-06-18T02:50:46Z,2023-06-18T02:51:38Z,0,"As a Chinese ,I think the Asian actors are not beautiful."
2303,@Waliant8349,2023-06-18T02:50:27Z,2023-06-18T02:52:21Z,1,Who is the creators of game of thrones that they mention? If it’s D&D I am gonna pass… I am still traumatized by what they did for game of thrones
2304,@MatthewRowe,2023-06-18T02:43:50Z,2023-06-18T02:43:50Z,0,The Chinese series started well but it was a let down. Too much fluff. I hope this can pull it off.  Tho I’m worried they’re gonna mix up the three plots too much.
2305,@TheTinKunt,2023-06-18T02:43:15Z,2023-06-18T02:43:15Z,1,"Oh shiiiiiii I can’t wait ! I don’t mind waiting til Jan 24, as long as it’s done justice !!!"
2306,@higgitydiggity317,2023-06-18T02:42:31Z,2023-06-18T02:43:11Z,0,"I would be worried that the hacks that gave up on game of thrones will just do the same thing with this IP, at least the books are all finished I guess."
2307,@BarryAllen-jg4jc,2023-06-18T02:41:34Z,2023-06-18T02:41:34Z,3,It's always  great to hear carl Sagan voice😊
2308,@frozunyogert6159,2023-06-18T02:39:44Z,2023-06-18T02:39:44Z,15,"Very pumped for this! Plz don't let us down, Netflix! This looks promising."
2309,@jaytraveller,2023-06-18T02:36:58Z,2023-06-18T02:36:58Z,0,please don't ruin it...
2310,@SakataSchoolofTrolling,2023-06-18T02:34:26Z,2023-06-18T02:34:39Z,5,Damn... My boy Stephen Chow would have made a great Luo Ji if he was at least 20 years younger..
2311,@imunfathomable,2023-06-18T02:33:14Z,2023-06-18T02:33:14Z,1,"""From The Creators of Gasme of Thrones"".... excuse me but they didnt create shit. GTFO DB and DW go ruin a different franchise you talentless twats"
2312,@guiledazen44,2023-06-18T02:31:37Z,2023-06-18T02:31:37Z,2,"If they're planning to deviate from the source material, then they better assassinate Cheng Xin asap 🤣"
2313,@briggsthemaniac,2023-06-18T02:30:02Z,2023-06-18T02:30:02Z,852,This book haunted me for days and days and I wanted more of it. It's a delicious kind of hard sci-fi that messes with your head with a strong punch of realism. The 2nd and 3rd book is where it goes full sci-fi with all that interstellar travel and stuff but the first book is more philosophical and psychological.
2314,@f1king836,2023-06-18T02:29:01Z,2023-06-18T02:29:51Z,0,"To be honest, the CGI is really subpar, I mean, some of the scenes even look like it's from a 1990's Sci Fi movies. They look cheap and some even way worse than average-better quality YouTube Sci Fi creators.<br><br>The book is brilliant, but they really need to up their game in the visual department in the  half year before it premieres."
